angDist,#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS,main_id,_RAJ2000_Simbad,_DEJ2000_Simbad,main_type,other_types,radvel,redshift,sp_type,plx,pmra,pmdec,B,V,R,J,H,K,u,g,r,i,z
0.03,118,Cl* NGC 330 ELS 085503,Classical,00 54 47.46,-72 27 58.77,16.88,B5IIIe,275,0,OGLE J005447.39-722758.5,13.6977500000,-72.4663333333,Be*,*  |Be*|IR |Be?,129,0.00043,B5III,,,,16.56,16.53,,,,,,,,,
0.072914,119,LIN 267,Classical,00 54 49.56,-72 24 22.35,14.97,B0IVe,370,0,LIN 267,13.7065416186,-72.4061924597,Be*,*  |EmO|Em*|IR |Be*|Em*,160,0.000534,B0IV,,0.68,-1.24,14.91,14.91,,14.839,14.676,14.489,,,,,
0.07823,120,LIN 265,Classical,00 54 50.94,-72 22 34.63,,B1IIIe,415,0,LIN 265,13.7121888104,-72.3762974689,Be*,Em*|IR |Be*|Em*|*,130,0.000434,B1III,,0.75,-0.66,15.53,15.61,,15.395,15.33,15.31,,,,,
0.06,121,Cl* NGC 330 ELS 064832,Classical,00 54 54.58,-72 27 23.64,16.79,B3IIIe,300,0,[MFH2007] SMC5-64832,13.7274166667,-72.4565833333,Be*,*  |Be*|IR,125,0.000417,B3III,,,,16.76,16.7,,16.2,15.9,15.72,,,,,
0.655976,121,Cl* NGC 330 ELS 064832,Classical,00 54 54.58,-72 27 23.64,16.79,B3IIIe,300,0,OGLE SMC-SC7  70909,13.7268125000,-72.4565727778,Em*,Em*|Em*|*,,,,,,,20.806,19.261,,,,,,,,,
0.203845,123,2MASS J00545932-7227022,Classical,00 54 59.34,-72 27 02.05,15.71,B2IIIe,404,0,[MA93]  813,13.7471383700,-72.4506149776,Be*,IR |Em*|Be*|Be*|*  |Em*,101,0.000337,B2III,,0.73,-1.33,15.59,15.65,,15.529,15.361,15.18,,,,,
0.508189,124,AzV 162,Classical,00 55 00.85,-72 56 17.30,13.77,Be,,0,LHA 115-S  21,13.7533269465,-72.9382652146,Em*,Em*|*  |EmO|IR |Em*,,,B0e,,0.82,-1.24,13.75,13.78,,13.55,13.451,13.197,,,,,
0.162472,125,[MA93] 820,Classical,00 55 08.97,-72 24 37.47,16.24,B2IIIe,306,0,[MA93]  820,13.7873195716,-72.4104502409,Be*,Em*|IR |Be*|*  |Em*,154,0.000514,B2III,,0.82,-1.21,16.09,16.06,,16,15.87,15.602,,,,,
0.674917,126,Cl* NGC 330 ELS 049780,Classical,00 55 13.49,-72 21 06.75,16.71,B1IVe,446,0,SSTISAGE1C J005513.41-722107.1,13.8060740000,-72.3520580000,Be*,*  |Be*|IR,168,0.000561,B1IV,,,,16.58,16.54,,17.03,16.45,,,,,,
0.369727,127,Cl* NGC 330 ELS 44,Classical,00 55 13.61,-72 29 13.69,15.5,B2IIIe,135,0,LIN 276,13.8066290000,-72.4872360000,Be*,Be*|IR |*  |Be*|*iC|Em*|*iC|Em*,143,0.000477,B2III,,,,15.39,15.37,,15.03,14.79,14.67,,,,,
0.402607,128,2dFS 1061,Classical,00 55 14.50,-72 19 18.60,15.92,B2IIIe,346,0,[MA93]  827,13.8102789569,-72.3219370558,Be*,IR |Em*|*  |Be*|Em*,121,0.000404,B2III,,0.68,-1.14,15.81,15.78,,15.818,15.53,15.29,,,,,
0.123773,129,[MA93] 831,Classical,00 55 16.58,-72 15 04.70,15.62,B2IIIe,222,0,[MA93]  831,13.8190594523,-72.2513391574,Be*,Em*|IR |Be*|*  |Em*,136,0.000454,B2III,0.0892,0.67,-1.39,15.5,15.57,,15.533,15.44,15.21,,,,,
0,130,Cl* NGC 330 ELS 038312,Classical,00 55 18.95,-72 16 56.60,17.72,B7IVe,267,0,[MFH2007] SMC5-38312,13.8289583333,-72.2823888889,Be*,*  |Be*,131,0.000437,B7IV,,,,17.59,17.72,,,,,,,,,
0.170327,131,Cl* NGC 330 ELS 066754,Classical,00 55 21.82,-72 21 33.70,16.09,B2IVe,165,0,SSTISAGE1C J005521.79-722133.9,13.8409660000,-72.3594060000,Be*,*  |Be*|IR,152,0.000507,B2IV,,,,15.91,15.91,,15.764,15.656,15.32,,,,,
0.147745,132,Cl* NGC 330 ELS 004982,Classical,00 55 24.88,-72 15 30.60,16.29,B2IVe,270,0,[MA93]  842,13.8536257198,-72.2585390974,Be*,Em*|Be*|*  |IR |Em*,138,0.00046,B2IV,0.0336,0.83,-1.4,16.12,16.15,,16.16,16.01,15.95,,,,,
0.01,133,Cl* NGC 330 ELS 011991,Classical,00 55 25.31,-72 29 56.79,16.28,B2IVe,192,0,[MA93]  843,13.8554583333,-72.4991111111,Be*,Be*|IR |Em*|Be?|*  |Em*,138,0.00046,B2IV,,,,16.16,16.18,,,,,,,,,
0.184485,134,Cl* NGC 330 KWBBE 278,Classical,00 55 30.79,-72 25 20.30,15.7,B2IIIe,430,0,[MA93]  853,13.8782535147,-72.4223554893,Be*,Be*|*iC|V* |Em*|IR |*  |Em*,130,0.000434,B2III,,0.82,-1.23,15.53,15.49,,15.404,15.063,15.06,,,,,
0.230011,135,Cl* NGC 330 KWBBE 277,Classical,00 55 30.95,-72 29 36.70,15.84,B2IVe,276,0,[MA93]  854,13.8788309735,-72.4935789091,Be*,Be*|*iC|IR |*  |Em*|Em*,158,0.000527,B2IV,,0.71,-1.4,15.78,15.76,,15.69,15.67,15.58,,,,,
0.735459,135,Cl* NGC 330 KWBBE 277,Classical,00 55 30.95,-72 29 36.70,15.84,B2IVe,276,0,Cl* NGC  330  KWBBE     277,13.8791666667,-72.4933333333,Star,*iC,,,,,,,,15.82,,,,,,,,,
0.933775,136,Cl* NGC 330 KWBBE 1064,Classical,00 55 32.21,-72 29 56.04,16.8,Be,,0,Cl* NGC  330  KWBBE    1064,13.8839846012,-72.4991505040,Be*,Be*|*  |IR,151,0.000504,B2IV,0.0081,0.73,-1.21,16.68,16.7,,16.64,,16.08,,,,,
0,137,Cl* NGC 330 KWBBE 1062,Classical,00 55 32.48,-72 27 52.00,17.29,B2IVe,370,0,Cl* NGC  330  KWBBE    1062,13.8853333333,-72.4644444444,Be*,*iC|Be*|*  |IR,125,0.000417,B2IV,,,,17.01,17.06,,,,,,,,,
0.366608,138,Cl* NGC 330 ELS 038363,Classical,00 55 33.33,-72 16 22.70,16.54,B1IVe,356,0,[MA93]  857,13.8885416667,-72.2729805556,Be*,Em*|Be*|*  |IR |Em*,133,0.000444,B1IV,,,,16.44,16.54,,16.281,16.16,15.55,,,,,
0.18577,139,Cl* NGC 330 KWBBE 2299,Classical,00 55 33.65,-72 26 29.90,17.63,B1Ve,467,0,MACHO 207.16316.160,13.8901232209,-72.4416836501,Be*,Be*|*iC|IR |*,144,0.00048,B1V,0.0884,0.76,-1.31,17.42,17.49,,,,,,,,,
0.529115,140,Cl* NGC 330 KWBBE 1054,Classical,00 55 34.70,-72 29 12.84,16.66,Be,,0,Cl* NGC  330      G      40,13.8943496831,-72.4870290675,Be*,IR |Be*|*,151,0.000504,B2/8e,,0.72,-1.09,16.48,16.61,,16.5,16.36,16.24,,,,,
0.377175,141,Cl* NGC 330 ELS 086251,Classical,00 55 35.31,-72 15 11.70,16.86,B2IVe,298,0,2MASS J00553526-7215120,13.8969166667,-72.2533333333,Be*,IR |Be*|*,145,0.000484,B2IV,,,,16.68,16.68,,16.48,16.42,,,,,,
0.60369,142,Cl* NGC 330 KWBBE 1041,Classical,00 55 38.26,-72 27 54.60,17.23,B1IVe,425,0,MACHO 207.16316.99,13.9090880000,-72.4653020000,Be*,*iC|Be*|IR |*,151,0.000504,B1IV,,,,17.09,17.17,,16.59,,16.05,,,,,
0,143,Cl* NGC 330 ELS 025052,Classical,00 55 39.81,-72 16 04.20,17.72,B5IVe,340,0,[MFH2007] SMC5-25052,13.9158750000,-72.2678333333,Be*,*  |Be*,134,0.000447,B5IV,,,,17.6,17.72,,,,,,,,,
0.274909,144,Cl* NGC 330 KWBBE 528,Classical,00 55 40.10,-72 29 44.70,16.36,B2IIIe,316,0,[MA93]  863,13.9170114163,-72.4958232359,Be*,*iC|Em*|IR |Be*|*  |Em*,150,0.0005,B2III,0.0923,0.79,-1.53,16.07,16.08,,16.22,16.14,16.13,,,,,
0.109692,145,Cl* NGC 330 KWBBE 529,Classical,00 55 40.15,-72 26 41.70,16.58,B2IIIe,279,0,[MA93]  864,13.9173190000,-72.4449460000,Be*,*iC|Be*|*  |IR |Em*|Be?|Em*,118,0.000394,B2III-IV,,,,16.45,16.34,,16.2,16.08,16.16,,,,,
0.336829,147,Cl* NGC 330 ELS 000643,Classical,00 55 44.49,-72 20 38.00,16.3,B3IVe,280,0,[MA93]  872,13.9353014014,-72.3439797506,Be*,Be*|IR |*  |Em*|Em*,127,0.000424,B3IV,,0.8,-1.34,16.2,16.18,,16.12,15.97,15.7,,,,,
0.127434,148,Cl* NGC 330 KWBBE 1017,Classical,00 55 44.52,-72 25 43.91,16.99,B1Ve,286,0,Cl* NGC  330  KWBBE    1017,13.9354678830,-72.4288979334,Be*,*iC|Be*|*  |IR,123,0.00041,B1V,,0.69,-1.54,16.82,16.85,,16.91,16.41,,,,,,
0,149,Cl* NGC 330 ELS 052688,Classical,00 55 47.14,-72 16 34.00,15.49,B2IIIe,279,0,MACHO 207.16319.11,13.9464166667,-72.2761111111,Be*,Be*|IR |*,129,0.00043,B2III,,,,15.21,15.28,,15.62,15.65,15.96,,,,,
0.313594,149,Cl* NGC 330 ELS 052688,Classical,00 55 47.14,-72 16 34.00,15.49,B2IIIe,279,0,2MASS J00554711-7216342,13.9463333333,-72.2761944444,Star,IR |*,,,B1-3(III),,,,15.6,15.28,,15.576,15.631,15.708,,,,,
0.018212,150,Cl* NGC 330 ELS 021886,Classical,00 55 48.57,-72 19 46.88,17.5,B2IVe,409,0,[MFH2007] SMC5-21886,13.9523583333,-72.3296888889,Be*,*  |Be*,93,0.00031,B2IV,,,,17.4,17.5,,,,,,,,,
0.169757,151,Cl* NGC 330 G 68,Classical,00 55 48.78,-72 27 12.70,17.4,B5IVe,317,0,Cl* NGC  330      G      68,13.9531846233,-72.4535706159,Be*,*iC|Be*|*  |IR,155,0.000517,B5IV,,1.09,-1.18,17.24,17.3,,,,,,,,,
0.018511,152,Cl* NGC 330 KWBBE 137,Classical,00 55 49.62,-72 25 27.43,14.9,B3IIe,330,0,LIN 286,13.9567529957,-72.4242911729,Be*,EB*|V* |*iC|V*?|Be*|IR |EmO|Em*|*  |Em*,126,0.00042,B3II/III,,0.7,-1.23,14.76,14.56,,14.36,14.26,14.14,,,,,
0,153,Cl* NGC 330 ELS 022842,Classical,00 55 49.88,-72 18 42.10,17.77,B2IVe,493,0,[MFH2007] SMC5-22842,13.9578333333,-72.3116944444,Be*,*  |Be*|IR,95,0.000317,B2IV,,,,17.56,17.56,,,,,,,,,
0.171678,154,Cl* NGC 330 ELS 053267,Classical,00 55 50.49,-72 15 39.90,17.04,B2IVe,449,0,[MFH2007] SMC5-53267,13.9603912165,-72.2611307651,Be*,*  |Be*|IR,140,0.000467,B2IV,,0.58,-1.23,16.92,16.94,,16.91,16.66,16.3,,,,,
0.125353,155,Cl* NGC 330 KWBBE 991,Classical,00 55 52.28,-72 26 03.77,17.23,B2IVe,207,0,Cl* NGC  330      G      59,13.9677759809,-72.4344107689,Be*,*iC|Be*|*  |IR,135,0.00045,B2IV,,0.93,-1.42,17.07,17.07,,,,,,,,,
0.106008,156,Cl* NGC 330 ROB B24,Classical,00 55 54.44,-72 28 08.69,14.97,B1IVe,,0,SV* HV  1669,13.9768963562,-72.4691030661,EB*Algol,*iC|*  |V*?|V* |EB*|IR |EB*,,,B1IVe,,0.72,-1.34,15.12,14.97,15.19,15.319,15.3,15.32,,,,,
0.04,157,Cl* NGC 330 KWBBE 2118,Classical,00 55 55.50,-72 26 58.34,17.53,B3IVe,310,0,Cl* NGC  330  KWBBE    2118,13.9812500000,-72.4495277778,Be*,*iC|Be*|*  |IR,114,0.00038,B3IV-V,,,,17.47,17.53,,,,,,,,,
0.205082,158,Cl* NGC 330 KWBBE 509,Classical,00 55 56.32,-72 23 33.30,16.59,B2IIIe,331,0,[MA93]  886,13.9846250000,-72.3926388889,Be*,Be*|*iC|*iC|Em*|IR |*  |Em*,145,0.000484,B2III,,,,16.46,16.49,,16.42,15.955,16.32,,,,,
0.20055,159,Cl* NGC 330 ELS 004685,Classical,00 55 59.85,-72 17 11.40,16.36,B3IVe,245,0,[MA93]  895,13.9993819654,-72.2865556679,Be*,Em*|Be*|*  |IR |Em*,154,0.000514,B3IV,0.0884,0.61,-1.46,16.24,16.19,,16.1,16.07,16.06,,,,,
0.124017,160,Cl* NGC 330 KWBBE 258,Classical,00 55 59.90,-72 26 21.30,15.62,B3IIIe,262,0,[MA93]  893,13.9995919002,-72.4392843520,Be*,*iC|Be*|*  |IR |Em*|Em*,154,0.000514,B3III,,0.77,-1.35,15.45,15.51,,15.57,15.43,15.43,,,,,
0,161,Cl* NGC 330 G 109,Classical,00 56 01.51,-72 25 25.78,18.76,B9IIIe,309,0,Cl* NGC  330      G     109,14.0062916667,-72.4238277778,Be*,*iC|*  |Be*,113,0.000377,B9III,,,,18.66,18.76,,,,,,,,,
0.456147,162,Cl* NGC 330 ARP I-204,Classical,00 56 03.10,-72 27 20.88,15.79,B0Ve,,0,2MASS J00560304-7227205,14.0126708333,-72.4556972222,Candidate_RGB*,IR |RB?|IR,,,,,,,16.66,16.88,,14.522,13.707,13.69,,,,,
0.375851,163,2MASS J00560469-7233420,Classical,00 56 04.70,-72 33 41.46,16.26,B2IIIe,325,0,[MA93]  901,14.0194991577,-72.5616179764,Be*,IR |Em*|Be*|*  |Be?|Em*,161,0.000537,B2III,,0.71,-1.35,16.19,16.15,,15.798,15.69,15.51,,,,,
0.01,165,2dFS 1123,Classical,00 56 05.58,-72 31 25.91,15.6,B2IIIe,246,0,MACHO 207.16372.22,14.0232500000,-72.5238611111,Be*,Be*|IR |*,140,0.000467,B2III,,,,15.47,15.49,,15.38,15.3,15.13,,,,,
0.39,165,2dFS 1123,Classical,00 56 05.58,-72 31 25.91,15.6,B2IIIe,246,0,[MA93]  903,14.0232500000,-72.5239722222,Em*,IR |Em*|*  |Em*,,,B1-3(III)e?,,,,15.73,15.5,,15.441,15.359,15.441,,,,,
0.268662,167,Cl* NGC 330 ELS 020211,Classical,00 56 06.80,-72 21 35.34,16.86,B2IVe,337,0,[MFH2007] SMC5-20211,14.0282860057,-72.3598899039,Be*,*  |Be*|IR,154,0.000514,B2IV,0.0125,0.59,-1.41,16.8,16.84,,16.99,16.78,16.41,,,,,
0.123986,168,Cl* NGC 330 BAL 252,Classical,00 56 07.19,-72 28 13.70,13.46,B2IIIe,318,0,LIN 298,14.0299521211,-72.4705066118,Em*,IR |Em*|*iC|Em*|*  |Em*,133,0.000444,A1I,,0.74,-1.3,13.44,13.43,,13.15,13.07,12.99,,,,,
0.12028,169,Cl* NGC 330 KWBBE 480,Classical,00 56 07.51,-72 27 43.74,16.72,B2IIIe,390,0,OGLE SMC-SC7 206160,14.0312977179,-72.4621833612,Be*,IR |*iC|Pu*|V* |Be*|*  |Em*|Em*,145,0.000484,B2III-IV,0.1679,0.66,-1.55,16.65,16.69,,16.666,,,,,,,
0,170,Cl* NGC 330 ELS 025589,Classical,00 56 08.45,-72 15 28.00,17.97,B3Ve,357,0,[MFH2007] SMC5-25589,14.0352083333,-72.2577777778,Be*,*  |Be*,152,0.000507,B3V,,,,17.88,17.97,,,,,,,,,
0.075607,171,Cl* NGC 330 ARP 45,Classical,00 56 10.07,-72 27 32.62,14.29,B2IIe,,0,Cl* NGC  330    ARP      45,14.0419908519,-72.4590425362,Star,IR |*iC|*  |V*,,,B2IIe,,0.8,-1.26,14.15,14.29,,14.678,14.723,14.962,,,,,
0,172,Cl* NGC 330 ROB B33,Classical,00 56 10.63,-72 28 13.40,15.82,B2.5Ve,,0,Cl* NGC  330    ARP       4,14.0442916667,-72.4703888889,Star,*iC|V* |*,,,B2.5Ve,,,,15.66,15.82,,,,,,,,,
0.112306,173,IPHAS J005611.62+630350.5,Classical,00 56 11.62,63 03 50.51,,B5V,,0,IPHAS J005611.62+630350.5,14.0484701491,63.0640109028,Be*,*  |Be*|IR |Be*,,,B5e,0.2122,-2.14,-0.22,,,,12.95,12.766,12.582,,,,,
0.629099,174,Cl* NGC 330 KWBBE 471,Classical,00 56 11.66,-72 28 41.80,16.34,B2IVe,333,0,OGLE SMC-SC7 205968,14.0481250000,-72.4783850000,Em*,Em*|Em*|*,,,,,,,16.19,16.26,,,,,,,,,
0.175082,175,Cl* NGC 330 KWBBE 242,Classical,00 56 12.13,-72 27 16.90,15.3,B2IIIe,161,0,Cl* NGC  330    ARP      44,14.0505492040,-72.4547430252,Be*,IR |*iC|Em*|Pu*|V* |Be*|*  |Em*|Em*,162,0.000541,B2III,0.0503,1.06,-1.2,15.15,15.21,,15.398,15.239,15.23,,,,,
0.422783,176,Cl* NGC 330 ELS 004201,Classical,00 56 12.27,-72 19 52.90,16.33,B5IIe,483,0,[MA93]  917,14.0510755270,-72.3314775870,Be*,EB*|Be*|IR |*  |Em*|Em*,114,0.00038,B5II-III,0.0808,0.62,-1.5,16.27,16.16,16.25,15.84,15.8,15.32,,,,,
0.109728,177,Cl* NGC 330 KWBBE 239,Classical,00 56 14.26,-72 28 30.10,15.99,B3IIIe,315,0,Cl* NGC  330    ARP       6,14.0593750000,-72.4750000000,Be*,Be*|*iC|*iC|Em*|V* |*  |IR |Em*|Em*,143,0.000477,B3III,,,,15.81,15.9,,15.85,15.76,15.49,,,,,
0.291055,178,Cl* NGC 330 KWBBE 128,Classical,00 56 14.45,-72 23 23.60,15.2,B1IVe,357,0,[MA93]  921,14.0602164331,-72.3899697004,Be*,*iC|Be*|*  |IR |Em*|Em*,183,0.000611,B1IV,,0.71,-1.21,14.97,15,,14.86,14.62,14.39,,,,,
0.291388,179,Cl* NGC 330 KWBBE 238,Classical,00 56 14.90,-72 28 47.50,15.41,B3IIe,283,0,LIN 303,14.0620930000,-72.4799420000,Be*,Em*|*iC|V* |*  |Be*|IR |Em*|Em*,147,0.00049,B3II-III,,,,15.28,15.35,,15.18,15.09,14.87,,,,,
0.137215,181,Cl* NGC 330 KWBBE 916,Classical,00 56 15.96,-72 25 15.98,16.83,B2IVe,181,0,MACHO 207.16373.5496,14.0665279876,-72.4211427218,Be*,*iC|Be*|*  |IR,139,0.000464,B2IV,,0.84,-1.25,16.76,16.77,,,,,,,,,
0.004519,183,Cl* NGC 330 KWBBE 462,Classical,00 56 16.44,-72 27 56.38,16.88,B1IVe,383,0,Cl* NGC  330  KWBBE     462,14.0684958333,-72.4656611111,Be*,*iC|Be*|*,130,0.000434,B1IV,,,,16.92,16.88,,,,,,,,,
0.02,184,Cl* NGC 330 ARP 31,Classical,00 56 17.83,-72 27 27.22,14.54,B2.5IIe,,0,Cl* NGC  330    ARP      31,14.0742916667,-72.4575555556,Star,*iC|*  |V*,,,B2.5IIe,,,,14.39,14.54,,,,,,,,,
0,185,[MA93] 928,Classical,00 56 17.88,-72 15 05.90,16.23,B2IIIe,266,0,[MA93]  928,14.0745000000,-72.2516388889,Be*,Be*|IR |*  |Em*|Em*|X  |HX?,151,0.000504,B2III-IV,,,,16.06,16.13,,,,,,,,,
0.1,186,Cl* NGC 330 KWBBE 228,Classical,00 56 18.13,-72 27 13.50,15.54,B2IVe,315,0,OGLE SMC-SC7 205947,14.0755416667,-72.4537222222,Be*,*iC|Pu*|V* |Be*|*  |IR |Em*|Em*,137,0.000457,B2IV,,,,15.45,15.51,,15.72,15.77,15.58,,,,,
0,187,[MA93] 929,Classical,00 56 18.26,-72 17 46.80,16.39,B3IIIe,405,0,[MA93]  929,14.0760833333,-72.2963333333,Be*,Be*|IR |*  |Em*|Em*,151,0.000504,B3III,,,,16.26,16.16,,15.82,15.62,15.38,,,,,
0.004547,188,Cl* NGC 330 ELS 049651,Classical,00 56 19.49,-72 21 17.05,17.86,B5Ve,291,0,[MFH2007] SMC5-49651,14.0812125000,-72.3547361111,Star,*  |*,86,0.000287,B5V,,,,17.65,17.86,,,,,,,,,
0.080487,189,IPHAS J005619.50+625824.0,Classical,00 56 19.50,62 58 23.99,,B5V,,0,2MASS J00561949+6258241,14.0812983994,62.9733345759,Be*,IR |*  |Be*|Be*,,,B5e,0.2211,-1.72,-0.4,,,,13.457,13.226,13.03,,,,,
0.03,190,Cl* NGC 330 KWBBE 222,Classical,00 56 19.85,-72 28 01.57,15.96,B2IIIe,261,0,Cl* NGC  330  KWBBE     222,14.0827083333,-72.4671111111,Be*,*iC|Be*|*  |IR,140,0.000467,B2III,,,,15.3,15.46,,,,,,,,,
0.17,190,Cl* NGC 330 KWBBE 222,Classical,00 56 19.85,-72 28 01.57,15.96,B2IIIe,261,0,OGLE SMC-SC7 205988,14.0827083333,-72.4670555556,PulsV*,*iC|Pu*|V* |*,,,,,,,15.64,15.82,,,,,,,,,
0,191,Cl* NGC 330 KWBBE 442,Classical,00 56 20.25,-72 27 28.70,16.03,B3IIIe,310,0,OGLE SMC-SC7 206032,14.0843750000,-72.4579722222,Be*,*iC|Be*|IR |Em*|Em*|*,144,0.00048,B3III,,,,15.81,15.18,,15.52,15.62,15.18,,,,,
0.46975,192,Cl* NGC 330 KWBBE 441,Classical,00 56 20.41,-72 28 06.40,16.1,B2IVe,389,0,2MASS J00562033-7228067,14.0847083333,-72.4685277778,Be*,*iC|IR |V* |Be*|*,140,0.000467,B2IV,,,,15.77,15.65,,15.69,15.66,15.154,,,,,
0.045187,193,Cl* NGC 330 KWBBE 219,Classical,00 56 20.81,-72 28 03.00,15.36,Be,,0,Cl* NGC  330  KWBBE     219,14.0866666667,-72.4675000000,Be*,Be*,,,,,,,,15.36,,,,,,,,,
0.195305,194,Cl* NGC 330 KWBBE 882,Classical,00 56 21.39,-72 27 27.89,17.08,B1Ve,384,0,OGLE SMC-SC7 206188,14.0891666667,-72.4576944444,Be*,*iC|V* |Be*|*  |IR |Em*|Em*,134,0.000447,B1V,,,,16.82,16.72,,,,,,,,,
0.332369,195,Cl* NGC 330 KWBBE 874,Classical,00 56 22.59,-72 25 47.20,16.76,B2IVe,348,0,2MASS J00562252-7225470,14.0938333333,-72.4297500000,Be*,*iC|IR |Be*|*,120,0.0004,B2IV,,,,16.73,16.76,,16.694,16.026,,,,,,
0.201606,196,Cl* NGC 330 KWBBE 215,Classical,00 56 23.01,-72 27 53.90,15.24,B2IIIe,96,0,Cl* NGC  330    ARP      15,14.0959761739,-72.4650192011,Be*,*iC|Em*|Pu*|V* |Be*|*  |IR |Em*|Em*,159,0.000531,B2III,,0.76,-1.16,15.06,14.98,,15.31,15.26,15.03,,,,,
0.212471,197,Cl* NGC 330 KWBBE 857,Classical,00 56 24.62,-72 26 24.70,16.98,B2IVe,476,0,OGLE SMC-SC7 206236,14.1026405657,-72.4402508817,Be*,*iC|Be*|IR |Em*|Em*|*,155,0.000517,B2IV,0.0043,0.79,-1.56,16.81,16.84,,,,,,,,,
0.14041,198,Cl* NGC 330 ELS 023931,Classical,00 56 24.64,-72 17 20.79,17.36,B2IVe,349,0,[MFH2007] SMC5-23931,14.1026387218,-72.2891463982,Be*,*  |Be*|IR,133,0.000444,B2IV,0.043,0.75,-1.52,17.24,17.36,,,,,,,,,
0.175959,199,Cl* NGC 330 KWBBE 213,Classical,00 56 25.45,-72 27 07.00,15.49,B2IIIe,73,0,Cl* NGC  330    ARP      27,14.1060891223,-72.4519911807,Be*,*iC|Em*|IR |V* |Be*|*  |Em*|Em*,155,0.000517,B2III,,0.75,-1.29,15.32,15.36,,15.445,15.181,15.28,,,,,
0,201,Cl* NGC 330 ROB A1,Classical,00 56 25.88,-72 27 53.50,14.71,B0.5Ve,,0,Cl* NGC  330    ARP      13,14.1078333333,-72.4648611111,Star,IR |*iC|*  |V*,,,B0.5Ve,,,,14.52,14.71,,15.173,15.122,15.201,,,,,
0.210782,202,Cl* NGC 330 ELS 85,Classical,00 56 26.60,-72 26 22.99,16.22,B3IIIe,227,0,OGLE J005626.60-722622.9,14.1109049031,-72.4397738679,Be*,Be*|IR |Be?|*iC|*iC|Em*|Em*|*,135,0.00045,B3III,,0.7,-1.12,15.94,15.98,,16.27,16.26,16.16,,,,,
0.2,203,Cl* NGC 330 KWBBE 211,Classical,00 56 26.60,-72 28 09.40,15.84,B2IIIe,286,0,Cl* NGC  330    ROB B41,14.1108333333,-72.4692222222,Be*,Be*|Pu*|V* |*iC|IR |Em*|Em*|*  |Em*,148,0.000494,B2III,,,,15.45,15.66,,,,,,,,,
0.228456,204,Cl* NGC 330 HSG F1,Classical,00 56 28.17,-72 30 36.80,16.94,B1Ve,475,0,Cl* NGC  330    HSG F1,14.1174411462,-72.5102824881,Be*,*iC|Be*|*  |IR,158,0.000527,B1V,0.0503,0.61,-1.44,16.81,16.82,,16.57,16.51,,,,,,
0.080493,205,Cl* NGC 330 ELS 016544,Classical,00 56 29.10,-72 25 21.50,16.84,B2IVe,344,0,MACHO 207.16373.129,14.1212390000,-72.4226610000,Be*,Be*|*iC|IR |*,107,0.000357,B2IV,,,,16.72,16.64,,16.48,16.63,,,,,,
0,206,Cl* NGC 330 ELS 061950,Classical,00 56 29.96,-72 14 41.70,17.67,B5IIIe,302,0,[MFH2007] SMC5-61950,14.1248333333,-72.2449166667,Be*,*  |Be*|IR,154,0.000514,B5III,,,,17.55,17.57,,,,,,,,,
0,207,Cl* NGC 330 ELS 075061,Classical,00 56 30.58,-72 16 16.20,17.58,B3IVe,122,0,[MFH2007] SMC5-75061,14.1274166667,-72.2711666667,Be*,*  |Be*,136,0.000454,B3IV,,,,17.48,17.58,,,,,,,,,
0.272648,208,Cl* NGC 330 KWBBE 206,Classical,00 56 31.14,-72 27 57.80,15.6,B3IIIe,284,0,Cl* NGC  330    ROB B5,14.1298355051,-72.4661267756,Be*,*iC|Em*|Pu*|V* |Be*|*  |IR |Em*|Em*,144,0.00048,B3III,,0.82,-1.03,15.36,15.45,,15.26,15.15,14.98,,,,,
0.157498,210,Cl* NGC 330 KWBBE 203,Classical,00 56 32.26,-72 27 50.17,15.41,B1IIIe,115,0,Cl* NGC  330    ROB B6,14.1344952393,-72.4639729016,Be*,*iC|Em*|*  |V* |*  |Be*|IR |Em*|Em*,127,0.000424,B1III,,0.86,-1.3,15.44,17.45,,15.29,15.12,14.88,,,,,
0.148153,212,Cl* NGC 330 KWBBE 419,Classical,00 56 33.11,-72 27 04.99,16.12,B3IIIe,105,0,Cl* NGC  330    ROB B9,14.1380179057,-72.4514231379,Be*,Be*|*iC|*iC|Em*|V* |*  |IR |Em*|Em*,120,0.0004,B3III,0.0586,0.6,-1.46,15.97,16.05,,16.1,16.15,15.99,,,,,
0.212953,213,Cl* NGC 330 KWBBE 818,Classical,00 56 33.33,-72 24 19.80,17.16,B2IVe,202,0,Cl* NGC  330  KWBBE     818,14.1389418113,-72.4055555993,Be*,*iC|Be*|*  |IR,143,0.000477,B2IV,0.0053,0.67,-1.4,17.07,17.02,,16.692,,,,,,,
0.009032,214,Cl* NGC 330 G 115,Classical,00 56 33.90,-72 28 43.92,18.15,B5IVe,268,0,Cl* NGC  330      G     115,14.1412416667,-72.4788666667,Be*,*iC|Be*|*,107,0.000357,B5IV,,,,18.08,18.15,,,,,,,,,
0.446179,215,Cl* NGC 330 ELS 004026,Classical,00 56 38.66,-72 20 52.80,17.53,B2Ve,498,0,[MFH2007] SMC5-4026,14.1611487552,-72.3481223407,Be*,*  |Be*|IR,174,0.000581,B2V,,0.84,-1.16,17.39,17.46,,,,,,,,,
