angDist,#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS,main_id,_RAJ2000_Simbad,_DEJ2000_Simbad,main_type,other_types,radvel,redshift,sp_type,plx,pmra,pmdec,B,V,R,J,H,K,u,g,r,i,z
0.032888,1671,CW Cir,Classical,15 15 16.17,-58 10 22.37,8.17,B0.5Vne,,0,HD 134958,228.8173884632,-58.1728863045,Be*,Be*|V* |Em*|UV |*  |IR |*,-10,-0.000033,B1IIIne,0.9774,-0.85,-3.9,8.48,8.19,8.91,6.763,6.572,6.34,,,,,
0.016483,1672,HD 135160,Classical,15 16 36.69,-60 54 14.38,5.73,B0.5Ve,,7,HD 135160,229.1528843632,-60.9039939618,Be*,Be*|Em*|UV |** |IR |*,6,0.00002,B1/2Vn,1.94,-1.9,-3.07,5.65,5.73,,5.864,5.93,5.938,,,,,
0.040527,1673,HD 135354,Classical,15 17 09.08,-57 01 44.05,9.13,B8Vne,,0,HD 135354,229.2878199554,-57.0288941915,Be*,Be*|Em*|UV |*  |IR,,,B8Vn,1.3137,-5.54,-7.88,9.16,9.13,,9.007,8.971,8.895,,,,,
0.030059,1674,mu Lup,Classical,15 18 32.02,-47 52 31.00,4.274,B8Ve,278,1,* mu. Lup,229.6334289862,-47.8752765794,Be*,Be*|Em*|UV |Be*|** |IR |Be*|*,14.9,0.00005,B8Ve,9.72,-29.59,-35.07,,,,4.514,4.572,4.428,,,,,
0.095849,1674,mu Lup,Classical,15 18 32.02,-47 52 31.00,4.274,B8Ve,278,1,* mu.01 Lup,229.6334501417,-47.8752920861,Star,*  |**,,,B7V,,-23.3,-41.4,4.837,4.945,,,,,,,,,
0.004267,1675,HD 135570,Classical,15 19 46.03,-67 11 26.83,8.5,B6.5Ve,,0,HD 135570,229.9417908628,-67.1907872547,Be*,Em*|Be*|** |*  |IR,,,B6/7V,3.6048,-3.36,-6.33,8.53,8.5,,8.15,8.216,8.004,,,,,
0.040939,1676,CD-61 4751,Classical,15 20 09.30,-62 15 08.03,9.65,Oe,,0,CD-61  4751,230.0387567233,-62.2522196228,Be*,Be*|*  |IR |Em*|*,-11,-0.000037,B2Ve,0.3578,-2.73,-2.5,10.36,9.71,9.8,8.19,7.996,7.751,,,,,
0.003858,1677,HD 136250,Classical,15 22 01.51,-55 14 18.37,10.26,B7Vne,,0,HD 136250,230.5062900173,-55.2384355973,Be*,Be*|Em*|*  |IR,,,B7Vn,0.9983,-2.81,-2.73,10.37,10.26,,9.837,9.717,9.566,,,,,
0.040991,1678,HD 136556,Classical,15 23 20.15,-50 06 58.43,9.04,B2.5Vne,,0,HD 136556,230.8339457094,-50.1162385631,Be*,Be*|Em*|*  |IR |*,,,B2/3(V)ne,0.9621,-1.19,-2.32,9.36,9.08,9.58,8.292,8.1,7.852,,,,,
0.022702,1679,gam Cir,Classical,15 23 22.64,-59 19 14.81,4.51,B5IVe,,2,* gam Cir,230.8443455756,-59.3207814222,**,V* |UV |Be*|** |*  |IR,-16.9,-0.000056,B3/4V+F8V,7.27,-12.97,-34.24,,,6.14,3.54,3.08,3.04,,,,,
0.309977,1679,gam Cir,Classical,15 23 22.64,-59 19 14.81,4.51,B5IVe,,2,* gam Cir A,230.8444033000,-59.3207022000,Star,*  |**,-16.9,-0.000056,B3/4V,,,,4.85,4.96,,,,,,,,,
0.014366,1680,HD 136968,Classical,15 25 55.25,-53 46 15.68,8.27,B5Vne,207,0,HD 136968,231.4802102935,-53.7710260409,Be*,Be*|Em*|UV |*  |IR |Be*,,,B5Vne,1.6123,-6.62,-1.84,8.26,8.27,,8.342,8.279,8.14,,,,,
0.021147,1681,HD 136860,Classical,15 26 29.80,-64 12 45.87,8.37,B8IVe,,0,HD 136860,231.6241798866,-64.2127428624,Be*,Be*|UV |*  |IR |Em*,,,B8IV,1.771,-5.3,-8.2,8.37,8.37,,8.176,8.19,8.164,,,,,
0.021742,1682,HV Lup,Classical,15 28 17.42,-45 08 05.90,7.75,B1Vne,300,0,HD 137518,232.0725851267,-45.1349663167,Be*,Be*|Em*|Er*|*  |UV |V* |IR |Be*|Be*|*,,,B1Vne,0.5825,-1.64,-0.98,7.83,7.75,9.04,7.303,7.24,7.165,,,,,
0.061497,1683,HD 137380,Classical,15 28 47.03,-60 42 28.78,9.44,B9IIIe,,2,HD 137380,232.1959931382,-60.7079930875,Be*,Be*|Em*|*  |IR,,,B9II/III,1.4413,-5.84,-6.04,9.47,9.44,,9.191,9.162,9.111,,,,,
0.031722,1684,HD 137836,Classical,15 30 24.02,-51 06 36.03,8.79,B8Vne,,0,HD 137836,232.6000769050,-51.1100005003,Be*,Be*|Em*|*  |IR,,,B8Vn,1.489,-5.97,-5.7,8.77,8.79,,8.689,8.731,8.684,,,,,
0.004696,1685,kap01 Aps,Classical,15 31 30.82,-73 23 22.53,5.49,B2Vnpe,250,6,* kap01 Aps,232.8784188226,-73.3895928165,Be*,V* |** |UV |*  |Be*|Em*|IR |*i*|Be*,62,0.000207,B2Vnpe,3.0482,1.45,-18.04,5.37,5.49,,5.641,5.672,5.586,,,,,
0.536893,1685,kap01 Aps,Classical,15 31 30.82,-73 23 22.53,5.49,B2Vnpe,250,6,** HJ 4764,232.8783333333,-73.3894444444,**,** |**,,,,,,,,,,,,,,,,,
0.072085,1686,53 Boo,Classical,15 31 46.98,40 53 57.61,4.997,A5Ve,,643,* nu.02 Boo,232.9457570677,40.8993168133,**,UV |IR |** |*,-16.6,-0.000055,A2V,7.8618,-21.91,-7.88,5.074,4.978,,4.831,4.795,4.608,,,,,
0.027717,1687,tet CrB,Classical,15 32 55.78,31 21 32.88,4.153,B6Vnne,340,3380,* tet CrB,233.2324255962,31.3591322671,Be*,Be*|V* |Er*|UV |Em*|IR |** |*,-25.7,-0.000086,B6Vnne,8.69,-20.15,-9.39,4,4.13,4.18,4.44,4.45,4.43,,,,,
0.052852,1687,tet CrB,Classical,15 32 55.78,31 21 32.88,4.153,B6Vnne,340,3380,* tet CrB A,233.2324295000,31.3591431028,Star,*  |**,,,,,-19.6,-6.2,4.14,4.3,,,,,,,,,
0.590385,1687,tet CrB,Classical,15 32 55.78,31 21 32.88,4.153,B6Vnne,340,3380,* tet CrB B,233.2323567625,31.3589775194,Star,*  |**,,,,,-19.6,-6.2,6.38,6.29,,,,,,,,,
0.049487,1688,HD 138131,Classical,15 33 11.29,-60 54 33.68,9.14,B6Vne,,0,HD 138131,233.2970141662,-60.9093587483,Be*,Be*|Em*|UV |*  |IR |*iC,,,B6Vne,0.9801,-1.3,-2.2,9.24,9.14,,8.815,8.809,8.757,,,,,
0.046323,1689,HD 138477,Classical,15 35 04.85,-56 59 02.30,8.55,B7IIIe,,0,HD 138477,233.7701849408,-56.9839739865,Be*,Be*|Em*|UV |*  |IR,,,B7III,1.0279,-1,-3.83,8.75,8.55,,7.748,7.7,7.6,,,,,
0.010717,1690,d Lup,Classical,15 35 53.25,-44 57 30.20,4.54,B3IVpe,,15,* d Lup A,233.9718791310,-44.9583894527,Star,** |*,6.5,0.000022,,7.3114,-22.53,-20.61,4.521,4.708,,,,,,,,,
0.020708,1690,d Lup,Classical,15 35 53.25,-44 57 30.20,4.54,B3IVpe,,15,* d Lup,233.9718669030,-44.9583883806,Be*,V* |Be*|UV |** |IR |*,7.9,0.000026,B3V,7.62,-20.53,-21.23,,,6.7,4.967,5.071,5.099,,,,,
0.018151,1691,HD 138539,Classical,15 36 42.53,-66 32 51.08,8.97,B7IVe,,0,HD 138539,234.1772208923,-66.5475215605,Be*,Em*|Be*|*  |IR,,,B7IV/V,1.3289,-4.73,-6.11,8.89,8.97,,8.9,8.92,8.863,,,,,
0.219918,1692,HD 139431,Classical,15 39 45.65,-42 46 02.71,7.34,B2Vne,276,3,HD 139431,234.9401408064,-42.7674551424,Be*,Be*|Em*|*  |UV |IR,-9,-0.00003,B2Vne,1.4622,-3.69,-7.79,7.43,7.34,,7.496,7.409,7.293,,,,,
0.709122,1693,HD 139314,Classical,15 40 17.04,-58 03 49.93,10.17,B2e,,0,HD 139314,235.0713563965,-58.0638123567,Be*,Be*|Em*|*  |IR |*,,,O/Be,0.3537,-1.32,-2.64,10.39,9.95,10.03,8.649,8.483,8.164,,,,,
0.030194,1694,HD 139491,Classical,15 41 23.33,-58 46 30.29,8.5,B9IVe,,0,HD 139491,235.3471921735,-58.7750809656,Be*,Be*|Em*|** |*  |IR,,,B9IV,1.92,-7.75,-4.24,8.4,8.5,,8.27,8.307,8.403,,,,,
0.064375,1694,HD 139491,Classical,15 41 23.33,-58 46 30.29,8.5,B9IVe,,0,TYC 8708-1541-1,235.3472208333,-58.7750972222,Star,*,,,,,-1.1,-11.2,9.16,9.14,,,,,,,,,
0.021182,1695,HD 139790,Classical,15 42 19.81,-49 59 52.99,8.55,B2IIIne,,0,HD 139790,235.5825463882,-49.9980477371,Be*,Be*|Em*|*  |IR |*,,,B2(III)n,0.7066,-0.06,-2.54,8.62,8.57,9.29,7.923,7.756,7.547,,,,,
0.099176,1696,HD 140336,Classical,15 46 03.12,-58 57 08.85,9.8,Oe,,0,HD 140336,236.5129882318,-58.9524314615,Be*,Be*|Em*|*  |IR |*,,,O/Be,0.4531,-3.37,-5.93,9.99,9.73,9.92,8.894,8.718,8.419,,,,,
0.03389,1697,HD 140114,Classical,15 46 12.85,-67 26 37.27,9.53,B8.5IIIe,,2,HD 140114,236.5535244723,-67.4436793942,Be*,Em*|Be*|*  |IR,,,B8/9III,1.1375,-7.4,-3.78,9.48,9.53,,9.564,9.636,9.629,,,,,
0.019057,1698,HD 140843,Classical,15 48 38.66,-57 06 14.24,8.44,B5IIIe,,1,HD 140843,237.1610889229,-57.1039598922,Be*,Be*|Em*|UV |*  |IR,,,B5III/IV,0.7702,-0.49,-3.95,8.6,8.44,,7.789,7.76,7.702,,,,,
0.038693,1699,HD 140883,Classical,15 48 41.59,-54 51 47.14,10.16,B6Vnne,,0,HD 140883,237.1732729960,-54.8630942136,Be*,Be*|Em*|*  |IR,,,B5/7Vnn,0.9292,0.06,-3.28,10.45,10.16,,9.387,9.25,9.098,,,,,
0.033467,1700,HD 140926,Classical,15 48 47.86,-54 23 44.37,7.9,B2.5Vnne,,0,HD 140926,237.1994325169,-54.3956572063,Be*,Be*|Em*|*  |IR |*,,,B2/3Vnne,1.2695,-4.12,-5.84,7.86,7.9,9.04,7.811,7.756,7.602,,,,,
0.040838,1701,HD 140946,Classical,15 49 33.20,-60 09 03.25,9.27,B2.5Vnne,,0,HD 140946,237.3883558520,-60.1509045280,Be*,Be*|Em*|UV |*  |IR,,,B2/3(V)nne,0.7524,-3.38,-6.67,9.37,9.27,,8.677,8.571,8.305,,,,,
0.047226,1702,HD 141689,Classical,15 53 45.83,-61 39 50.28,10.05,B2.5ne,,0,HD 141689,238.4409837628,-61.6639615277,Be*,Be*|Em*|*  |IR,,,B2/3ne,0.4631,-1.95,-3.29,10.15,10.05,,9.586,9.505,9.438,,,,,
0.055367,1703,V1040 Sco,Classical,15 53 55.86,-23 58 41.15,5.4,B2Ve,340,266,HD 142184,238.4827668190,-23.9780978334,Be*,Be*|Em*|X  |IR |*  |UV |V* |Pu*,-9.2,-0.000031,B2V,7.64,-12.59,-25.44,5.352,5.402,,5.437,5.418,5.365,,,,,
0.305778,1703,V1040 Sco,Classical,15 53 55.86,-23 58 41.15,5.4,B2Ve,340,266,IVS B1550-238,238.4827291667,-23.9781800000,Radio,Rad|cm,,,,,,,,,,,,,,,,,
0.633813,1704,HD 141926,Classical,15 54 21.82,-55 19 44.76,8.62,B2nne,,0,HD 141926,238.5906988810,-55.3289749079,Be*,Be*|Em*|IR |X  |** |gam|*  |Ae?|Ae?|*,,,B2IIIn,0.7172,-3.11,-3.29,9.47,9.13,9.38,7.098,6.84,6.509,,,,,
0.020048,1705,4 Her,Classical,15 55 30.59,42 33 58.29,5.74,B9pe,300,1835,*   4 Her,238.8774658463,42.5661910388,Be*,V* |Er*|UV |Be*|*  |Em*|SB*|IR,-20.2,-0.000067,B9pe,5.8913,-23.38,16.52,5.64,5.75,,5.821,5.887,5.85,,,,,
0.070604,1706,HD 142237,Classical,15 56 05.98,-54 57 09.54,8.82,B2Vne,345,0,HD 142237,239.0248827362,-54.9526522324,Be*,Be*|Em*|UV |*  |IR |Be*,,,B1Vne,1.094,-2.96,-2.56,8.88,8.82,,8.34,8.214,8.047,,,,,
0.023373,1707,HD 142349,Classical,15 57 07.56,-57 34 48.76,8.76,B5IVe,250,0,HD 142349,239.2815071599,-57.5802163474,Be*,Be*|Em*|UV |*  |IR |Be*,,,B5Ve,0.9138,-1.23,-4.77,8.82,8.76,,8.27,8.186,8.046,,,,,
0,1708,[BM83] X1553-542,Classical,15 57 49.00,-54 24 54.00,,Be,,0,2S 1553-542,239.4541666667,-54.4150000000,HMXB,HXB|X  |gam|SB*|HXB|HXB|Psr,,,Be,,,,,,,,,,,,,,
0.018979,1709,48 Lib,Classical,15 58 11.37,-14 16 45.69,4.943,B8IIe,390,344,*  48 Lib,239.5473695625,-14.2793581739,Be*,Be*|V* |Em*|IR |UV |*,-7.5,-0.000025,B5IIIp_sh,6.97,-12.44,-16.73,4.77,4.87,4.91,4.89,4.829,4.591,,,,,
0.065387,1710,del Sco,Classical,16 00 20.01,-22 37 18.14,2.291,B0.2IVe,175,5700,* del Sco,240.0833553457,-22.6217064260,SB*,V* |IR |X  |UV |SB*|SB*|** |*,-6,-0.00002,B0.3IV,6.64,-10.21,-35.41,2.2,2.32,2.36,2.58,2.61,2.72,,,,,
0.098143,1711,HD 143140,Classical,16 01 09.92,-52 46 43.52,9.65,B8IIIe,,0,HD 143140,240.2913774420,-52.7787499580,Be*,Be*|Em*|*  |IR,,,B8III,0.7494,-0.08,-2.53,9.861,9.65,,8.94,8.85,8.74,,,,,
0.068849,1712,HD 143578,Classical,16 02 38.23,-35 15 11.39,8.75,B8IVe,164,0,HD 143578,240.6592682476,-35.2531637501,Be*,Be*|*  |IR |Em*|Be*|Be*,,,B8IV/Ve,1.1535,-1.58,-3.68,8.81,8.75,,8.393,8.388,8.359,,,,,
0.023543,1713,HD 143545,Classical,16 03 09.26,-48 43 21.67,9.22,B1.5Vne,370,0,HD 143545,240.7885886196,-48.7226916434,Be*,Be*|Em*|*  |IR |Be*,,,B1/B2Vne,1.1494,-0.92,-5.36,9.55,9.22,,7.76,7.53,7.186,,,,,
0.020544,1714,MQ TrA,Classical,16 03 44.47,-60 29 54.47,7.3,Oe,,3,HD 143448,240.9352802099,-60.4984647456,Be*,V* |** |*  |Be*|Em*|*iC|IR |Be*|*,-3.4,-0.000011,B1Ve,1.2965,-3.16,-2.9,7.25,7.3,8.29,7.201,7.186,7.094,,,,,
0.050045,1715,CD-56 6163,Classical,16 03 54.49,-56 33 15.39,10.39,Oe,,2,CD-56  6163,240.9770393595,-56.5542611569,Be*,Be*|Em*|IR |*  |*,,,OB:,0.5233,-3.04,-5.07,10.68,10.39,10.31,9.223,8.946,8.651,,,,,
0.006345,1716,HD 143700,Classical,16 04 02.18,-47 28 33.92,9.38,B1.5Vne,230,1,HD 143700,241.0090853372,-47.4760877613,Be*,Be*|Em*|*  |IR |Be*,,,B1/B2Vne,0.8843,-2,-2.43,9.65,9.38,,8.329,8.15,7.948,,,,,
0.02942,1717,HD 143343,Classical,16 04 03.33,-65 40 12.58,10.08,B8Vnpe,,2,HD 143343,241.0138820896,-65.6701534788,Be*,Be*|*  |IR |Em*,,,B8Vnp,0.8332,-2.5,-3.88,10.23,10.08,,8.936,8.505,8.309,,,,,
0.014159,1718,V364 Nor,Classical,16 07 59.78,-55 07 49.64,9.248,B1Vne,,1,HD 144320,241.9990860179,-55.1304591767,Be*,V* |Em*|UV |Be*|IR |*,8,0.000027,B1Vne,0.9246,0.21,-2.39,9.48,9.248,,8.477,8.299,8.045,,,,,
0.030152,1719,HD 144555,Classical,16 08 55.35,-51 57 43.05,9.48,B1Vne,275,2,HD 144555,242.2306114080,-51.9619584163,Be*,Be*|Em*|*  |IR |Be*|*,,,B1Vne,0.7552,-1.25,-1.63,10.31,9.9,9.77,8.564,8.46,8.457,,10.65,9.77,9.16,
0.06404,1720,HD 144965,Classical,16 10 10.56,-40 07 43.80,7.116,B3Vne,,0,HD 144965,242.5439805442,-40.1288235788,Be*,Be*|X  |*  |Em*|** |UV |Be*|IR,,,B3Vne,3.7605,-4.58,-7.64,7.206,7.114,,6.495,6.413,6.242,,,,,
0.092587,1721,HD 144970,Classical,16 10 47.43,-49 01 19.56,9.8,B0e,,0,HD 144970,242.6975858529,-49.0220984440,Be*,Be*|Em*|*  |IR |*,-38,-0.000127,B0,0.3679,-1.22,-2.34,10.67,9.81,9.88,7.724,7.37,7.071,,10.72,9.48,8.96,
0.054116,1722,HD 145040,Classical,16 11 36.13,-54 18 52.93,9.6,B8IVe,,0,HD 145040,242.9005654167,-54.3147086111,Be*,Be*|Em*|** |IR |*,,,B8IV,0.93,-0.43,-4.86,9.662,9.6,,9.223,9.195,9.203,,,,,
0.045667,1723,HD 145107,Classical,16 11 39.57,-51 37 09.62,9.79,B5IIIe,,0,HD 145107,242.9148559455,-51.6193434665,Star,*  |IR,,,B5II/IIIe,0.5309,-1.92,-2.54,9.99,9.79,,8.995,8.878,8.86,,,,,
0.051244,1724,HD 145301,Classical,16 12 43.16,-52 10 38.25,9.63,B9IVne,,0,HD 145301,243.1798116721,-52.1772967832,Be*,Be*|Em*|IR |*,,,B9IV/Vn,1.2179,-1.32,-4.75,9.69,9.63,,9.38,9.391,9.356,,,,,
0.026318,1725,HD 145846,Classical,16 15 40.02,-52 22 12.99,8.87,B1.5ne,,0,HD 145846,243.9167495654,-52.3702823058,Be*,Be*|Em*|IR |*  |*,-38,-0.000127,B1/2ne,0.6976,-1.09,-2.87,10.07,8.87,9.43,7.728,7.574,7.282,,10.41,9.29,8.53,
0.035905,1726,HD 146357,Classical,16 18 38.98,-53 19 09.00,9.64,B4IIIe,,0,HD 146357,244.6624329162,-53.3191689577,Be*,Be*|Em*|IR |*,,,B3/5II/III,0.5762,-0.62,-3,9.816,9.64,,9.354,9.313,9.248,,,,,
0.016991,1727,HD 146444,Classical,16 18 39.38,-49 24 49.96,7.6,B2Vne,275,1,HD 146444,244.6640886960,-49.4138745992,Be*,Be*|Em*|*  |IR |Be*,-16,-0.000053,B2Vne,1.0831,-0.09,-0.23,7.65,7.6,,7.151,7.085,6.934,,,,,
0.031191,1728,HD 146501,Classical,16 19 02.65,-49 24 22.88,7.29,B6Vne,,0,HD 146501,244.7610547809,-49.4063540547,Be*,Be*|Em*|UV |*  |IR |Be*,,,B5/7(Vn),3.1279,8.91,-5,7.31,7.29,,7.05,7.03,6.92,,,,,
0.042559,1729,HD 146463,Classical,16 19 14.23,-54 57 42.12,8.08,B3Vnne,,0,HD 146463,244.8093121939,-54.9617009314,Be*,Be*|Em*|IR |*,,,B3Vnne,1.3569,-1.45,-10.56,8.04,8.08,,7.923,7.9,7.709,,,,,
0.05066,1730,HD 146596,Classical,16 19 42.67,-52 46 19.03,7.98,B5IVe,,0,HD 146596,244.9277798468,-52.7719406578,Be*,Be*|Em*|UV |*  |IR |Be*,,,B5IV/V,1.0672,-1.9,-3.35,8.06,7.98,,7.08,6.696,6.439,,,,,
0.440177,1731,HD 146531,Classical,16 19 55.46,-58 10 01.87,9.69,B3Ve,260,0,HD 146531,244.9813151204,-58.1671840711,Be*,Be*|Em*|*  |*iC|IR |Be*,,,B3Ve,0.8646,-5.64,-5.61,9.72,9.69,,9.444,9.346,9.22,,,,,
0.037472,1732,HD 146381,Classical,16 20 13.25,-64 29 52.69,8.45,B6IIIe,,0,HD 146381,245.0551978442,-64.4979600663,Be*,Be*|Em*|*  |IR,,,B6(III),0.5419,0.82,-3.97,8.41,8.45,,8.518,8.553,8.437,,,,,
0.01783,1733,HD 147196,Classical,16 21 19.19,-23 42 28.75,7.05,B6.5Vne,,105,HD 147196,245.3299627756,-23.7079832852,Be*,Be*|UV |IR |*  |Y*?|Y*?|Y*?,-3,-0.00001,B5/8Vn,7.1739,-11.26,-24.45,7.21,7.04,,6.565,6.506,6.418,,,,,
0.053837,1734,HD 146755,Classical,16 23 04.12,-69 21 04.78,9.42,B5Vne,,0,HD 146755,245.7671972892,-69.3513174321,Be*,Em*|Be*|** |*  |IR,,,B3/7(Vne),0.5695,-1.93,-1.08,9.41,9.42,,9.202,9.176,9.013,,,,,
0.08,1734,HD 146755,Classical,16 23 04.12,-69 21 04.78,9.42,B5Vne,,0,** GLI  227,245.7671666667,-69.3513055556,**,**,,,,,,,,,,,,,,,,,
0.027023,1735,HD 147274,Classical,16 23 40.04,-53 02 38.32,8.3,B8IIIe,,0,HD 147274,245.9168287473,-53.0439847594,Be*,Be*|Em*|UV |IR |*,,,B8III/IV,0.9486,-0.52,-4.02,8.26,8.3,,8.136,8.144,8.095,,,,,
0.027815,1736,HD 147302,Classical,16 24 01.27,-55 27 13.37,7.721,B2IIIne,392,0,HD 147302,246.0053046822,-55.4537161738,Be*,Be*|Em*|UV |IR |*  |Be*,,,B2(III)n,1.4683,-0.62,-5.77,7.69,7.721,,7.514,7.424,7.327,,,,,
0.040309,1737,HD 147230,Classical,16 25 01.45,-65 02 26.33,9.56,B7Ve,,0,HD 147230,246.2560276960,-65.0406567416,Be*,Be*|Em*|*  |IR,,,B7V,1.1087,-5.46,-8.58,9.48,9.56,,9.643,9.692,9.729,,,,,
0.08706,1738,HD 147580,Classical,16 25 04.34,-49 44 21.68,9.31,B7Ve,,0,HD 147580,246.2681173746,-49.7393655981,Be*,Be*|*  |IR |Em*,-19.271,-0.000064,B7V,1.1773,-1.32,-6.3,9.3,9.31,,9.2,9.261,9.206,,,,,
0.055886,1739,HD 147756,Classical,16 25 46.19,-45 32 34.22,8.78,B2Vne,,0,HD 147756,246.4424803104,-45.5428368711,Be*,Be*|Em*|*  |UV |IR |*,-9,-0.00003,B2(V)ne,0.9164,0.14,-3.13,8.93,8.76,9.47,8.097,8.003,7.783,,,,,
0.057217,1740,TYC 8712-1914-1,Classical,16 26 43.26,-53 37 15.03,11.34,Be,,0,IRAS 16228-5330,246.6802748698,-53.6208475845,Star,*  |IR,,,B:e,0.2522,-4.09,-6.04,11.7,11.34,,10.132,10.073,10.035,,,,,
0.07109,1741,chi Oph,Classical,16 27 01.43,-18 27 22.49,4.42,B2Vne,144,333,* chi Oph,246.7559791217,-18.4562482733,Be*,Be*|V* |Ir*|UV |Em*|IR |SB*|*,-19,-0.000063,B2Vne,6.21,-5.41,-21.12,4.71,4.43,3.97,3.46,3.26,3.02,,,,,
0.056632,1742,HD 148001,Classical,16 27 07.06,-43 23 16.76,9.26,B5IIIe,,0,HD 148001,246.7794188876,-43.3880045368,Be*,Be*|Em*|*  |IR,,,B5II/III,0.6959,-0.29,-0.41,9.47,9.26,,8.59,8.514,8.388,,,,,
0.017405,1743,HD 147320,Classical,16 27 47.32,-73 05 12.01,8.12,B9IVe,,2,HD 147320,246.9471827324,-73.0866682078,Be*,Be*|Em*|UV |*  |IR |**,,,B9IV/V,2.28,-1.77,-6.08,8.13,8.12,,8.008,8.024,7.952,,,,,
0.014584,1744,CD-53 6689,Classical,16 27 48.81,-53 32 05.07,9.73,B2.5IVne,,0,CD-53  6689,246.9533722199,-53.5347379679,Be*,Be*|Em*|IR |*,,,B2.5IVn(e),0.4111,-1.67,-3.85,9.871,9.73,,9.046,8.94,8.864,,,,,
0.662539,1745,V376 Nor,Classical,16 27 54.18,-59 50 55.42,8.72,B9IVe,,0,HD 147882,246.9754127632,-59.8487997337,Be*,V* |IR |*  |Be*|**,,,B9IV/V,5.0304,29.09,7.93,8.79,8.72,,8.373,8.346,8.304,,,,,
0.029132,1746,HD 148027,Classical,16 28 12.30,-54 36 31.96,9.98,B9IVe,,1,HD 148027,247.0512498396,-54.6088858695,Be*,Be*|IR |*  |Em*,,,B9IV,1.2842,-2.85,-5.98,10.06,9.98,,9.671,9.687,9.63,,,,,
0.046876,1747,HD 148028,Classical,16 28 27.05,-56 23 51.41,8.65,B5IVe,,1,HD 148028,247.1126921890,-56.3976233609,Be*,Be*|Em*|UV |IR |*,,,B5IV/V,0.3746,-1.48,-1.95,8.72,8.65,,8.237,8.211,8.161,,,,,
0.033205,1748,OZ Nor,Classical,16 28 49.89,-44 48 45.40,7.42,B2IIe,,1,HD 148259,247.2078649969,-44.8126170031,Be*,Be*|Em*|*  |UV |V* |IR |Be*,5,0.000017,B2II,0.9322,-0.89,-2.27,7.54,7.42,,6.477,6.316,6.077,,,,,
0.461558,1750,HD 148567,Classical,16 31 02.86,-46 28 45.61,7.76,B2IIne,,2,HD 148567,247.7617367234,-46.4793690321,Be*,UV |** |*  |Be*,,,B1IIIne,0.8822,1.13,-3.68,8.13,7.88,8.65,6.69,6.45,6.237,,10.02,8.99,7.74,
0.027164,1751,HD 148692,Classical,16 32 17.56,-50 32 30.94,8.66,B7Ve,,0,HD 148692,248.0731767119,-50.5419318006,Be*,Be*|Em*|*,,,B7V,1.2562,-1.43,-5.11,8.65,8.66,,,,,,,,,
0.020773,1752,HD 148877,Classical,16 33 39.20,-51 15 45.58,8.52,B6Ve,,0,HD 148877,248.4133326234,-51.2626553579,Be*,Be*|Em*|UV |*  |IR,,,B5/7V,1.558,-8.32,-13.54,8.7,8.52,,7.288,6.904,6.697,,,,,
0.039161,1753,HD 330950,Classical,16 34 43.54,-49 33 09.49,9.42,B1Ve,60,0,HD 330950,248.6814259653,-49.5526451634,Be*,Be*|Em*|*  |*iC|IR |Be*|*,,,B1Ve,0.8099,-0.76,-2.65,9.92,9.42,9.88,8.66,8.56,8.499,,10.63,9.74,8.93,
0.100217,1754,HD 148907,Classical,16 35 14.07,-61 53 40.12,9.38,B6Ve,,0,HD 148907,248.8085686139,-61.8944694501,Be*,Be*|Em*|UV |*  |IR,,,B5/7V,,-0.46,-7.49,9.26,9.38,,9.289,9.292,9.206,,,,,
0.096298,1755,HD 149128,Classical,16 35 23.34,-52 15 07.97,9.38,B7Ve,,0,HD 149128,248.8472811787,-52.2522326295,Be*,Be*|Em*|*  |IR,,,B7V,0.945,-0.35,-0.69,9.35,9.38,,9.04,9.084,9.036,,,,,
0.024406,1756,V1059 Sco,Classical,16 35 48.66,-42 07 22.44,9.4,B2IIe,,0,HD 149313,248.9527554436,-42.1229054461,Be*,V* |*  |Be*|Em*|IR |*,,,B2Ia/be,0.9628,0.12,-0.24,9.8,9.27,9.7,7.953,7.724,7.483,,9.64,9.11,8.9,
0.099256,1757,HD 149298,Classical,16 36 11.77,-49 15 47.42,9.94,B2IIe,,0,HD 149298,249.0490827051,-49.2631787750,Be*,Be*|Em*|*  |IR |*,-3,-0.00001,B2(II),0.8554,-0.6,-3.11,10.32,9.94,9.96,8.117,7.912,7.651,,10.86,9.88,9.26,
0.013952,1758,zet Oph,Classical,16 37 09.54,-10 34 01.53,2.578,O9Ve,348,2660,* zet Oph,249.2897460604,-10.5670915197,Be*,HII|V* |IR |UV |X  |Be*|Be*|*,-9,-0.00003,O9.2IVnn,8.91,15.26,24.79,2.58,2.56,2.46,2.59,2.59,2.62,,,,,
0.076738,1759,HD 149568,Classical,16 37 54.64,-47 18 32.21,9.04,B6Vne,,0,HD 149568,249.4776366432,-47.3089409012,Be*,*  |IR |Be*|Em*,-61.6,-0.000205,B5/7V(n),1.2676,-1.64,-4.49,9.08,9.04,9.02,9.239,9.279,9.248,,,,,
0.018458,1760,HD 149610,Classical,16 38 11.00,-48 13 11.53,8.97,B5Ve,,0,HD 149610,249.5458405886,-48.2198711533,Be*,Be*|Em*|UV |*  |IR,,,B2/3Vnne,1.0641,-0.52,-3.35,9.04,8.97,,8.921,8.848,8.72,,,,,
