#,Be star,Category,V,SpecType,vsini,Nb of spectra in BeSS,_RAJ2000,_DEJ2000,_q,DR2Name,pmRA,pmDE,epsi,sepsi,Gmag,BPmag,RPmag,AG,RV,GLON,GLAT,Teff,Lum,Rad,Plx,Gflux,Name,Type,Pos,Opt,r_Opt,l_Vmag,Vmag,Vmagl,u_Vmag,B-V,u_B-V,B-Vl,U-B,E_B-V_,E_B-V_2,u_E_B-V_,r_Vmag,Jmag,l_Hmag,Hmag,l_Kmag,Kmag,l_FX,FX,FXu,Range,r_FX,Porb,u_Porb,Ppulse,u_Ppulse,r_Porb,SpType,Name2,Name3,Name4,Simbad,_4XMM,Flux1,Flux2,Flux3,Flux4,Flux5,Flux8,Flux9,Cst,Fvar,e_Fvar,Vflag,_2CXO,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,VaKSb,VaKPb,VaGLb,Vib,HR_21,HR_32,HR_43,HR_54,HR_su,HR_ms,HR_hm,B_ox,flags
51,RX J0049.5-7331,Classical,14.64,Be,,0,12.390416666666667,-73.5233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
52,RX J0049.7-7323,Classical,14.98,B2Ve,,0,12.424958333333333,-73.38741944444445,52.0,b'Gaia DR2 4685927315640017792',0.623,-1.152,0.074,0.853,14.825,14.82,14.6284,,,303.10383409541,-43.74025462824,9281.25,,,-0.0403,2.5556969310138782e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'J004942.0-732314',3.6398644578282e-14,2.8232364839924e-14,6.3152514844405e-15,1.9918265552461e-15,0.0,0.9340659,0.9612106,0.280866,0.06094563,,,,,1.0,0.5204507419503561,0.6344030554729354,0.35208844671421047,"BeSS,Gaia,Chandra"
53,EM* MWC 678,Classical,9.89,B2Vnnpe,,2,12.450833333333334,60.98612222222222,53.0,b'Gaia DR2 427352819367679104',-2.528,-0.864,0.0,0.0,9.7057,9.9667,9.299,,,122.73360588161,-1.88501008312,6354.25,1439.4,31.31,0.2579,2.8525242913598557e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
54,IPHAS J005011.87+635129.9,Classical,,B5,,0,12.549458333333334,63.858311111111114,54.0,b'Gaia DR2 523977733720370560',-3.055,-0.449,0.0,0.0,13.8948,14.2247,13.3756,,,122.79531433111,0.98680038853,5549.63,19.116,4.73,0.3312,6.019901031861823e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
55,IPHAS J005011.87+633526.1,Classical,,B3V,,0,12.549458333333334,63.590580555555555,55.0,b'Gaia DR2 523968044274327808',-1.801,0.603,0.0,0.0,15.4322,16.0088,14.6786,,,122.79403509504,0.71907491092,4765.5,,,0.1926,1.4609298119432002e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
56,IPHAS J005012.69+645621.6,Classical,,B5V B5,,0,12.552875,64.93933055555556,56.0,b'Gaia DR2 524443548692482432',-2.585,-0.381,0.0,0.0,14.2328,14.7371,13.5293,,,122.80193522282,2.06789172166,4870.19,15.956,5.61,0.3282,4.409500045755789e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
57,BD+60 114,Classical,9.94,B2IIIpe,,4,12.563416666666667,60.90255555555556,57.0,b'Gaia DR2 427350109251718400',-2.235,-0.447,0.0,0.0,9.4954,9.8588,8.9737,,,122.78785730558,-1.96886437919,5857.25,870.155,28.65,0.3682,3.4621776737088094e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
58,IPHAS J005029.22+653331.1,Classical,,B7IV,,0,12.62175,65.5586388888889,58.0,b'Gaia DR2 524559272288846592',-2.172,0.024,0.0,0.0,14.7231,15.3102,13.9598,,,122.83347262116,2.68699349946,4779.28,,,0.1237,2.8071741205365274e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
59,IPHAS J005032.31+623155.5,Classical,,,,0,12.634625,62.53208055555555,59.0,b'Gaia DR2 523631490638626048',-1.254,0.009,0.0,0.0,15.5268,16.0324,14.8297,,,122.82818366366,-0.33949681795,4873.4,,,0.2015,1.3390270532685855e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
60,DZ Tuc,Classical,15.44,Be,,0,12.686208333333333,-73.2681,60.0,b'Gaia DR2 4685928999266932864',0.755,-1.126,0.119,1.61,15.3566,15.2919,15.2639,,,303.00106934118,-43.85997642245,9572.5,,,-0.0418,1.566279816189253e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'J005044.7-731605',8.74962e-16,1.24165e-14,5.70257e-14,2.05637e-13,6.95619e-13,9.69037e-13,1.94001e-13,0.0233,0.231228,0.080435,0.0,b'J005044.6-731605',4.0528414618719e-13,3.5645530817867e-13,3.7660337699568e-14,1.5959001742418e-14,2.6417862020065e-14,0.9563836,0.79283,0.06343752,0.6122941,0.8683422485803293,0.6423932421495864,0.5657876051681491,0.5436657287163692,-0.24680590655003637,0.4047296401446718,0.8088868681391901,0.7684152358946519,"BeSS,Gaia,XMM,Chandra"
61,RX J0050.7-7332,Classical,,Be,,0,12.691291666666666,-73.5431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
62,RX J0050.9-7310,Classical,14.35,Be,,0,12.726291666666667,-73.1686,62.0,b'Gaia DR2 4685933461724973568',,,0.0,0.0,20.8154,,,,,302.98536619496,-43.9593436275,,,,,1.0264773043122253e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
63,RX J0051.3-7216,Classical,15.05,Be,,0,12.7325,-72.23193888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
64,RX J0051.3-7250,Classical,,Be,,0,12.827916666666667,-72.8433,64.0,b'Gaia DR2 4688960627670161152',-0.721,-2.022,2.385,97.3,17.6059,17.0979,16.9531,,,302.94488727617,-44.28508474467,,,,-0.8391,1.9731011579184526e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
65,BD+69 48,Classical,9.41,B5e,,3,12.845333333333333,70.16085555555556,65.0,b'Gaia DR2 535977494385042432',1.982,0.484,0.0,0.0,9.3307,9.501,9.0572,1.0567,,122.92708263872,7.28910900388,7241.72,169.416,8.27,0.8972,4.0292976584942126e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
66,SMC 25,Classical,14.45,Be,,0,12.966708333333333,-73.1761,66.0,b'Gaia DR2 4685938413838450688',0.725,-1.064,0.207,8.32,14.3516,14.2911,14.2957,,,302.88878194418,-43.95205878819,9522.75,,,-0.1357,3.95247700047799e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'J005152.0-731033',1.67824e-14,8.16662e-14,1.69244e-13,4.47806e-13,1.16929e-12,1.8916e-12,5.78084e-13,0.0,,,1.0,b'J005152.0-731034',5.6989378204315e-13,4.3963088082397e-13,6.8430614320308e-14,7.1651962123379e-14,1.0331558847326e-12,0.4111816,0.1406881,0.03571514,,0.659062698707752,0.34904041366193966,0.45144153634227374,0.4461602774356006,-0.8702906350144355,-0.02299606335671567,0.7306207418813534,0.7136717635616282,"BeSS,Gaia,XMM,Chandra"
67,2E 0050.1-7247,Classical,14.87,Be,,0,12.971541666666667,-72.53013888888889,67.0,b'Gaia DR2 4688984061034529408',0.667,-1.331,0.319,16.1,14.8122,14.6331,14.8764,,,302.88473043727,-44.59800273208,8598.67,,,-0.0198,2.5860049475936454e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'J005153.0-723148',2.8974960592146e-14,2.3013655119467e-14,4.2694109139624e-15,2.1731608378626e-15,0.0,0.9942853,0.9985272,0.9807152,0.3636493,,,,,1.0,0.32537473494276425,0.6870285100119483,0.32029044734872336,"BeSS,Gaia,Chandra"
68,RX J0051.9-7255,Classical,,Be,,0,12.975791666666666,-72.9267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
69,X SMC X-3,Classical,14.91,O9IVe,,0,13.024041666666667,-72.43421944444444,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'J005205.6-722603',3.79174e-15,2.35984e-14,8.91604e-14,3.12127e-13,8.5105e-13,1.29055e-12,3.16614e-13,0.0,0.072756,0.003875,1.0,b'J005205.6-722603',5.8291374613199e-15,3.9830125504711e-15,6.9385047018141e-16,1.3171534343028e-15,0.0,0.2029279,0.4249689,0.2078756,,0.723131024521963,0.5814357726403615,0.5556282106041704,0.46331985587748037,1.0,-0.3099461730191206,0.703283817756713,,"BeSS,XMM,Chandra"
70,[HP2004] 22,Classical,15.8,B0Vev,,0,13.046,-72.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
71,2E 0050.4-7335,Classical,14.67,Be,,0,13.058291666666667,-73.3219,71.0,b'Gaia DR2 4685885980866646656',0.538,-1.124,0.169,4.78,14.6008,14.6019,14.4414,,,302.85284484308,-43.80623024944,9579.0,,,-0.1077,3.141878247347252e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'J005214.0-731918',7.582223629094e-16,0.0,4.4861724484991e-16,6.3043756612218e-16,0.0,0.9797509,0.9985113,,0.8999863,,,,,1.0,-0.16849961598194735,-1.0,-0.1884374198062245,"BeSS,Gaia,Chandra"
72,HD 4931,Classical,8.72,B8Ve,,63,13.064375,60.08994722222222,72.0,b'Gaia DR2 426872337089185024',-1.788,-1.101,0.0,0.0,8.5714,8.8125,8.2036,1.344,52.17,123.03420600173,-2.78164419506,6564.27,885.203,23.0,0.5541,8.108664869762862e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
73,2E 0051.1-7214,Classical,15.53,Be,,0,13.23,-71.9683,73.0,b'Gaia DR2 4689080337014302336',0.895,-1.161,0.108,1.09,15.4861,15.4297,15.4268,,,302.76914578197,-45.15936266738,9531.0,,,-0.1469,1.3901746071427646e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
74,2MASS J00530450-7220495,Classical,15.83,B2IIIe,393.0,0,13.268875,-72.34702777777778,74.0,b'Gaia DR2 4689056594433435392',0.648,-1.354,0.105,0.94,15.7591,15.6833,15.6997,,,302.75703782532,-44.78060965453,9531.0,,,0.0485,1.0811086730854012e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
75,Cl* NGC 330 ELS 049996,Classical,15.88,B2IIIe,461.0,0,13.293125,-72.34508333333333,75.0,b'Gaia DR2 4689056628793170560',0.746,-1.327,0.214,3.82,15.789,15.6893,15.727,,,302.74665370187,-44.7825012818,9536.67,,,0.0303,1.051742324932137e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
76,Cl* NGC 330 ELS 028368,Classical,16.61,B2IIIe,499.0,0,13.299708333333333,-72.20127777777778,76.0,b'Gaia DR2 4689061709698574592',0.697,-1.368,0.232,2.32,16.5025,16.3894,16.4346,,,302.74188476583,-44.92631608259,9554.25,,,0.0117,5.451416338243454e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
77,Cl* NGC 330 ELS 021152,Classical,15.3,B2IIIe,199.0,0,13.30275,-72.34152777777778,77.0,b'Gaia DR2 4689056628793468928',0.978,-1.202,0.264,8.2,15.2571,15.1454,15.2796,,,302.74250614441,-44.78601349015,9438.0,,,0.0407,1.716600961500946e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
78,Cl* NGC 330 ELS 083491,Classical,15.95,B3IIIe,433.0,0,13.333041666666666,-72.37477777777778,78.0,b'Gaia DR2 4689009418472603136',0.007,-1.464,0.709,35.7,16.0163,15.7982,15.712,,,302.73002081117,-44.75266990204,8071.0,,,0.2218,8.530791969394679e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
79,Cl* NGC 330 ELS 073594,Classical,16.13,B2.5IIIe,192.0,0,13.339208333333334,-72.43580555555556,79.0,b'Gaia DR2 4689008250240896896',0.839,-1.326,0.2,2.83,16.0871,16.0039,16.0056,,,302.72831056447,-44.6916217747,9574.5,,,0.0425,7.992255358029811e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
80,Cl* NGC 330 ELS 055592,Classical,16.68,B3IVe,118.0,0,13.344666666666667,-72.19880555555555,80.0,b'Gaia DR2 4689061812857160832',0.789,-1.414,0.24,2.04,16.5655,16.309,16.338,,,302.7224422972,-44.92862450254,8932.67,,,0.1148,5.144099394411478e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
81,Cl* NGC 330 ELS 000476,Classical,16.36,B2Ve,309.0,0,13.34875,-72.3955,81.0,b'Gaia DR2 4689008593893429376',0.62,-1.378,0.239,3.04,16.3273,16.2137,16.3316,,,302.72364677376,-44.73188991753,9054.5,,,0.0075,6.406035653457116e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
82,CXOU J005323.8-722715,Classical,16.19,Be,,0,13.349583333333333,-72.4542,82.0,b'Gaia DR2 4689005260999717760',0.679,-1.264,0.195,2.45,16.2086,16.0642,16.2605,,,302.72422284388,-44.67316343748,8565.0,,,-0.011,7.146104313928319e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'J005323.8-722715',2.46548e-15,1.70091e-14,5.76202e-14,1.91054e-13,4.56545e-13,7.24506e-13,1.98842e-13,0.0,0.295709,0.037702,1.0,b'J005323.8-722715',2.4172833862659e-13,2.0689979301993e-13,2.4015664959591e-14,1.1740500071705e-14,3.8704558094081e-15,0.9992314,0.9992698,0.6898634,,0.7468001877319048,0.5441709891423342,0.5365807952734943,0.40996202897163225,0.5041359620917555,0.3433020537057601,0.7919960389856545,0.816925186499764,"BeSS,Gaia,XMM,Chandra"
83,2MASS J00532660-7220187,Classical,14.97,B2IIIe,185.0,0,13.360875,-72.3385,83.0,b'Gaia DR2 4689010067007622656',0.74,-1.406,0.284,11.5,14.9316,14.8041,14.9983,,,302.71760465918,-44.78884616583,8598.67,,,0.0145,2.316697614344082e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
84,Cl* NGC 330 ELS 003789,Classical,17.62,B1Ve,492.0,0,13.361208333333334,-72.36872222222222,84.0,b'Gaia DR2 4689009796484686464',0.72,-1.129,0.0,0.0,17.4813,17.3568,17.3174,,,302.71792306242,-44.7586451874,,,,0.0209,2.2130404469532577e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
85,Cl* NGC 330 ELS 046388,Classical,16.47,B2IVe,330.0,0,13.362416666666666,-72.42816666666667,85.0,b'Gaia DR2 4689008250240847872',0.81,-1.11,0.234,2.79,16.3935,16.2868,16.3095,,,302.71832018031,-44.69919795165,9575.0,,,-0.0039,6.02711324262591e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
86,[HP2004] 25,Classical,,Be,,0,13.375,-72.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
87,[MA93] 693,Classical,15.86,B1IIIe,457.0,0,13.4045,-72.31405555555556,87.0,b'Gaia DR2 4689057041109985792',0.613,-1.416,0.273,5.59,15.793,15.6948,15.7531,,,302.69855111298,-44.81314322645,9319.0,,,-0.0193,1.047874691831669e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
88,2dFS 952,Classical,15.06,B2IVe,188.0,0,13.433375,-72.41563888888889,88.0,b'Gaia DR2 4689008628253216640',0.691,-1.304,0.279,10.7,15.0543,14.9452,15.0882,,,302.6879789738,-44.7114838734,8613.75,,,-0.0464,2.0691374987253223e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
89,Cl* NGC 330 ELS 048289,Classical,15.87,B2IVe,253.0,0,13.461041666666667,-72.38588888888889,89.0,b'Gaia DR2 4689008933244342656',0.557,-1.172,0.223,4.31,15.6826,15.5901,15.644,,,302.67566308831,-44.74111250698,9280.0,,,-0.077,1.1600303488684117e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
90,[MA93] 720,Classical,15.75,B3IIIe,323.0,0,13.473583333333334,-72.36705555555555,90.0,b'Gaia DR2 4689009109289381632',0.272,-0.988,0.63,32.7,15.6938,15.5132,15.4784,,,302.66997367152,-44.759896358,9084.0,,,-0.0348,1.1481254700307177e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
91,Cl* NGC 330 ELS 038007,Classical,17.27,B3Ve,262.0,0,13.475708333333333,-72.33206111111112,91.0,b'Gaia DR2 4689010140081411072',0.532,-1.524,0.199,0.852,17.2632,17.0221,17.0052,,,302.66841509006,-44.79486799695,,,,0.1729,2.705386704939994e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
92,Cl* NGC 330 ELS 065055,Classical,14.72,B1IIIe,420.0,0,13.480583333333334,-72.44591666666666,92.0,b'Gaia DR2 4689005432797634944',0.601,-1.335,0.209,7.37,14.6969,14.5951,14.6194,,,302.66850337787,-44.68102401243,9566.0,,,-0.0164,2.875738233218123e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'J005355.3-722645',6.6965195523638e-15,3.5559678595745e-15,1.5013347562725e-15,1.6729236065701e-15,0.0,0.6923601,0.5641918,0.6378469,0.6733602,,,,,1.0,-0.05405635921328705,0.4062705476361709,0.11204429568617869,"BeSS,Gaia,Chandra"
93,Cl* NGC 330 ELS 003315,Classical,16.06,B2IIIe,302.0,0,13.492708333333333,-72.4173888888889,93.0,b'Gaia DR2 4689005707675450240',0.702,-1.344,0.187,2.24,16.0618,15.9333,16.0879,,,302.66280463372,-44.70950814752,8951.33,,,-0.0605,8.1806789932725e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
94,Cl* NGC 330 ELS 065746,Classical,17.42,B1Ve,362.0,0,13.507875,-72.41265833333334,94.0,b'Gaia DR2 4689005810699274624',0.049,-3.421,1.474,40.1,17.3949,17.1667,17.03,,,302.65627852363,-44.71416954755,,,,2.1293,2.396345045106995e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
95,Cl* NGC 330 ELS 049746,Classical,16.49,B2IIIe,438.0,0,13.519541666666667,-72.35175,95.0,b'Gaia DR2 4689009143649055360',0.783,-1.309,0.252,2.91,16.4206,16.2946,16.3718,,,302.65006929438,-44.77499132309,9451.0,,,-0.0567,5.8785382915578135e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
96,Cl* NGC 330 ELS 051315,Classical,17.96,B5Ve,139.0,0,13.520083333333334,-72.31408333333333,96.0,b'Gaia DR2 4689010174385379584',0.912,-1.044,0.185,0.322,17.9322,,,,,302.64909686923,-44.8126277404,,,,-0.1504,1.460929811943197e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
97,[MA93] 733,Classical,15.78,B2IVe,234.0,0,13.524958333333334,-72.231,97.0,b'Gaia DR2 4689059755529214336',0.701,-1.399,0.261,5.5,15.7518,15.6334,15.8207,,,302.64530173683,-44.8957162232,8598.67,,,0.0699,1.0884020508659974e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
98,Cl* NGC 330 ELS 026689,Classical,17.52,B2Ve,397.0,0,13.533208333333333,-72.23441666666666,98.0,b'Gaia DR2 4689059755528974208',1.085,-1.217,0.0,0.0,17.4757,17.3404,17.3708,,,302.64182588634,-44.8922464525,,,,0.0541,2.2244843334014365e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
99,Cl* NGC 330 ELS 026182,Classical,17.98,B3IVe,360.0,0,13.53725,-72.24513888888889,99.0,b'Gaia DR2 4689058999614757376',1.017,-1.594,0.591,3.46,17.9091,17.5698,17.4861,,,302.64030028942,-44.88152324065,,,,0.0039,1.4923454006527943e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
100,2MASS J00541254-7214478,Classical,16.53,B2IVe,146.0,0,13.551541666666667,-72.24666666666667,100.0,b'Gaia DR2 4689059033974496000',0.74,-1.261,0.327,4.47,16.4987,16.3191,16.2336,,,302.63419376432,-44.87993203765,8583.0,,,-0.028,5.470529337801188e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
101,Cl* NGC 330 ELS 081260,Classical,17.77,B3Ve,227.0,0,13.554666666666666,-72.24322222222222,101.0,b'Gaia DR2 4689059033974486528',,,4.644,144.0,18.0257,17.1038,17.1863,,,302.63275555041,-44.88332195877,,,,,1.340384359163264e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
102,Cl* NGC 330 ELS 005045,Classical,15.8,B2IVe,226.0,0,13.562541666666666,-72.25244444444445,102.0,b'Gaia DR2 4689058965255025280',0.817,-1.432,0.234,4.18,15.7981,15.671,15.8882,,,302.62957889984,-44.87409078821,8868.67,,,-0.0155,1.0429640799891931e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
103,Cl* NGC 330 ELS 014271,Classical,15.56,B0IIIe,499.0,0,13.575541666666666,-72.46031944444445,103.0,b'Gaia DR2 4689004642523682176',0.735,-1.149,0.215,4.8,15.4442,15.3836,15.3313,,,302.62856800208,-44.66621814385,9557.0,,,-0.0483,1.4448719215948608e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
104,Cl* NGC 330 ELS 045353,Classical,15.53,B2IIIe,319.0,0,13.593208333333333,-72.45211666666667,104.0,b'Gaia DR2 4689004745602866560',0.537,-1.028,0.257,7.15,15.3842,15.3,15.3399,,,302.62090256466,-44.67433431512,9365.0,,,-0.0291,1.5269659453126366e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
105,Cl* NGC 330 ELS 080910,Classical,16.74,B2IVe,316.0,0,13.601125,-72.23039166666666,105.0,b'Gaia DR2 4689059132762054784',0.739,-1.384,0.338,4.17,16.6288,16.5305,16.6055,,,302.61246783328,-44.89596471231,8728.0,,,0.0429,4.852766014209278e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
106,Cl* NGC 330 ELS 025718,Classical,16.87,B2IIIe,264.0,0,13.613083333333334,-72.25441666666667,106.0,b'Gaia DR2 4689058862175809152',0.797,-1.61,0.232,1.73,16.7564,16.6441,16.7389,,,302.60788311055,-44.87188744761,8561.33,,,0.0654,4.3146875488273234e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
107,Cl* NGC 330 ELS 064745,Classical,15.691,B0IVe,447.0,0,13.620208333333334,-72.46058611111111,107.0,b'Gaia DR2 4689004676883411456',0.736,-1.36,0.186,3.71,15.4384,15.3822,15.3208,,,302.6096630447,-44.66574154985,9551.25,,,0.0216,1.4526110765346466e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
108,2MASS J00543292-7227418,Classical,15.42,B2IIIe,213.0,0,13.637333333333334,-72.461625,108.0,b'Gaia DR2 4689004470724982528',0.763,-1.189,0.261,7.62,15.3335,15.2685,15.2746,,,302.60243576825,-44.6646242253,9531.0,,,-0.0179,1.599960833653115e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
